"margin" "qseqid" "sseqid" "staxid" "pident" "score" "qcovs" "kingdom" "phylum" "class" "order" "family" "genus" "species" "species_score" "genus_score" "family_score" "order_score" "class_score" "phylum_score" "kingdom_score" "alternatives" "pident.max.best" "possible.misid" "ssciname" "score.id" "seqNoID"
"seq10966" "upper" "seq10966" "GBAN15095N19" "  76585" "100.000" "4.995329e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Aulodrilus" "Aulodrilus pluriseta" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Aulodrilus pluriseta, 100.000, Aulodrilus pluriseta,  99.078, Aulodrilus pluriseta,  98.618, Aulodrilus pluriseta,  98.157" "100.000" "0" "Aulodrilus pluriseta" "Aulodrilus pluriseta" "seq10966"
"seq10986" "upper" "seq10986" "TANYT211N15" " 879778" " 99.539" "5.000000e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Tanytarsus" "Tanytarsus heusdensis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Tanytarsus heusdensis, 99.539" " 99.539" "0" "Tanytarsus heusdensis" "Tanytarsus heusdensis" "seq10986"
"seq109938" "upper" "seq109938" "TANYT070N14" "1348424" "100.000" "4.339715e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Tanytarsus" "Tanytarsus bathophilus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Tanytarsus bathophilus, 100.000, Tanytarsus bathophilus,  99.539, Tanytarsus bathophilus,  98.636" "100.000" "0" "Tanytarsus bathophilus" "Tanytarsus bathophilus" "seq109938"
"seq110" "upper" "seq110" "CRHIH106N16" "   7149" " 90.323" "4.347826e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" NA "Chironomidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chironomidae, 90.323" " 90.323" "0" "Chironomidae" NA "seq110"
"seq11023" "upper" "seq11023" "ANNMO580N20" "   6083" " 99.539" "8.869207e+00" "100" "Metazoa" "Cnidaria" "Hydrozoa" "Anthoathecata" "Hydridae" "Hydra" "Hydra" " 53.90153" "100.00000" "100" "100" "100" "100" "100" "Hydra, 99.539, Hydra oligactis, 99.539, Hydra, 99.078, Hydra oligactis, 99.078, Hydra oligactis, 98.618, Hydra robusta, 98.618, Hydra oligactis, 98.157, Hydra, 97.696, Hydra oligactis, 97.696" " 99.539" "0" "Hydra" "Hydra" "seq11023"
"seq11047" "upper" "seq11047" "GBCI4117N14" "   6082" " 99.174" "1.660721e+01" "100" "Metazoa" "Cnidaria" "Hydrozoa" "Anthoathecata" "Hydridae" "Hydra" "Hydra viridissima" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Hydra viridissima, 99.174, Hydra viridissima, 98.347" " 99.174" "0" "Hydra viridissima" "Hydra viridissima" "seq11047"
"seq1105" "upper" "seq1105" "CHEIK130N13" " 611584" " 99.539" "2.059101e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Parametriocnemus" "Parametriocnemus stylatus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Parametriocnemus stylatus, 100.000, Parametriocnemus stylatus,  99.539" "100.000" "1" "Parametriocnemus stylatus" "Parametriocnemus stylatus" "seq1105"
"seq11061" "upper" "seq11061" "DKINV051N21" "1410395" " 99.078" "2.062343e+00" "100" "Metazoa" "Arthropoda" "Collembola" "Entomobryomorpha" "Isotomidae" "Isotomurus" "Isotomurus plumosus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Isotomurus plumosus, 99.539, Isotomurus plumosus, 99.078" " 99.539" "0" "Isotomurus plumosus" "Isotomurus plumosus" "seq11061"
"seq11095" "upper" "seq11095" "TRIFI522N11" "1875276" "100.000" "6.175049e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Trichoptera" "Limnephilidae" "Chaetopteryx" "Chaetopteryx sahlbergi" " 49.79823" "100.00000" "100" "100" "100" "100" "100" "Chaetopteryx fusca, 100.000, Chaetopteryx villosa, 100.000, Chaetopteryx sahlbergi, 100.000, Chaetopteryx villosa,  99.539, Chaetopteryx sahlbergi,  99.539, Chaetopteryx villosa,  99.078" "100.000" "1" "Chaetopteryx fusca" "Chaetopteryx" "seq11095"
"seq11107" "upper" "seq11107" "GBMND84319N21" "  52641" " 99.078" "1.010660e-01" "100" "Metazoa" "Arthropoda" "Malacostraca" "Amphipoda" "Gammaridae" "Gammarus" "Gammarus pulex" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Gammarus pulex, 99.539, Gammarus pulex, 99.078, Gammarus pulex, 98.618" " 99.539" "0" "Gammarus pulex" "Gammarus pulex" "seq11107"
"seq1112" "upper" "seq1112" "GAHAP2886N15" " 212246" "100.000" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Chaetogaster" "Chaetogaster diaphanus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetogaster diaphanus, 100" "100.000" "0" "Chaetogaster diaphanus" "Chaetogaster diaphanus" "seq1112"
"seq11121" "upper" "seq11121" "PGBAL270N19" "  27468" "100.000" "3.975693e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Chironomus" "Chironomus luridus" " 56.09662" "100.00000" "100" "100" "100" "100" "100" "Chironomus, 100.000, Chironomus luridus, 100.000, Chironomus,  99.539, Chironomus luridus,  99.539, Chironomus luridus,  99.083, Chironomus luridus,  99.078, Chironomus luridus,  98.636, Chironomus luridus,  98.618" "100.000" "0" "Chironomus" "Chironomus" "seq11121"
"seq11123" "upper" "seq11123" "INRMA4709N21" "   7458" " 90.783" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Hymenoptera" "Apidae" NA "Apidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Apidae, 90.783" " 90.783" "1" "Apidae" NA "seq11123"
"seq111248" "upper" "seq111248" "EF585423" " 441140" " 98.618" "2.312457e-02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Stempellinella" "Stempellinella flavidula" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Stempellinella flavidula, 99.539, Stempellinella flavidula, 98.618" " 99.539" "0" "Stempellinella flavidula" "Stempellinella flavidula" "seq111248"
"seq111261" "upper" "seq111261" "LEFIJ3528N16" " 879748" " 98.618" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Corynoneura" "Corynoneura fittkaui" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Corynoneura fittkaui, 98.618" " 98.618" "1" "Corynoneura fittkaui" "Corynoneura fittkaui" "seq111261"
"seq1114" "upper" "seq1114" "GBMIN61125N17" "1117005" " 99.539" "1.660580e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Simuliidae" "Simulium" "Simulium lundstromi" " 50.18260" "100.00000" "100" "100" "100" "100" "100" "Simulium lundstromi, 99.539, Simulium angustitarse, 99.539, Simulium lundstromi, 99.078, Simulium lundstromi, 98.618" " 99.539" "0" "Simulium angustitarse" "Simulium" "seq1114"
"seq11168" "upper" "seq11168" "GBSP4109N12" " 525906" " 98.182" "2.674128e-06" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Synchaeta" "Synchaeta pectinata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Synchaeta pectinata, 100.000, Synchaeta pectinata,  98.182" "100.000" "0" "Synchaeta pectinata" "Synchaeta pectinata" "seq11168"
"seq11172" "upper" "seq11172" "TRDCE054N14" "1874294" " 98.618" "1.660717e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Ceratopogonidae" "Palpomyia" "Palpomyia flavipes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Palpomyia flavipes, 98.618, Palpomyia flavipes, 98.157" " 98.618" "0" "Palpomyia flavipes" "Palpomyia flavipes" "seq11172"
"seq11176" "upper" "seq11176" "GBMNB38130N20" "   6231" " 95.794" "1.000000e+02" "100" "Metazoa" "Nematoda" NA NA NA NA "Nematoda" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Nematoda, 95.794" " 95.794" "1" "Nematoda" NA "seq11176"
"seq1118" "upper" "seq1118" "LN999366" " 883178" "100.000" "9.090908e+00" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Psammoryctides" "Psammoryctides barbatus" " 72.72727" " 72.72727" "100" "100" "100" "100" "100" "Psammoryctides barbatus, 100.000, Naididae, 100.000, Psammoryctides barbatus,  98.157, Naididae,  98.157" "100.000" "0" "Naididae" "Naididae" "seq1118"
"seq1119" "upper" "seq1119" "FINTI189N11" "1822578" " 97.235" "2.100479e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Limoniidae" "Eloeophila" "Eloeophila maculata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Eloeophila maculata, 97.696, Eloeophila maculata, 97.235" " 97.696" "1" "Eloeophila maculata" "Eloeophila" "seq1119"
"seq11195" "upper" "seq11195" "GBAN15187N19" "  76585" " 98.618" "4.963753e-04" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Aulodrilus" "Aulodrilus pluriseta" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Aulodrilus pluriseta, 100.000, Aulodrilus pluriseta,  99.078, Aulodrilus pluriseta,  98.618, Aulodrilus pluriseta,  98.157" "100.000" "0" "Aulodrilus pluriseta" "Aulodrilus pluriseta" "seq11195"
"seq11196" "upper" "seq11196" "AGROT325N10" "  84394" " 93.182" "1.000000e+02" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" NA NA "Ploima" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Ploima, 93.182" " 93.182" "1" "Ploima" NA "seq11196"
"seq111997" "upper" "seq111997" "GBCM10987N17" " 360729" "100.000" "2.305819e+00" "100" "Metazoa" "Arthropoda" "Malacostraca" "Amphipoda" "Gammaridae" "Gammarus" "Gammarus tigrinus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Gammarus tigrinus, 100.000, Gammarus tigrinus,  99.174, Gammarus tigrinus,  98.347" "100.000" "1" "Gammarus tigrinus" "Gammarus tigrinus" "seq111997"
"seq11224" "upper" "seq11224" "GASBB298N18" "2109251" "100.000" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" NA "Naididae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Naididae, 100" "100.000" "1" "Naididae" "Naididae" "seq11224"
"seq11239" "upper" "seq11239" "MSSCA1543N16" "  66594" " 90.083" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" "Nanhermanniidae" NA "Nanhermanniidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Nanhermanniidae, 90.083" " 90.083" "1" "Nanhermanniidae" NA "seq11239"
"seq1126" "upper" "seq1126" "GBMIN61122N17" "1117005" " 99.539" "1.660580e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Simuliidae" "Simulium" "Simulium lundstromi" " 50.18260" "100.00000" "100" "100" "100" "100" "100" "Simulium lundstromi, 99.539, Simulium angustitarse, 99.539, Simulium lundstromi, 99.078, Simulium lundstromi, 98.618" " 99.539" "0" "Simulium angustitarse" "Simulium" "seq1126"
"seq11266" "upper" "seq11266" "MPGA3451N19" "  79705" " 99.078" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Collembola" "Symphypleona" NA NA "Symphypleona" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Symphypleona, 99.078" " 99.078" "1" "Symphypleona" "Symphypleona" "seq11266"
"seq112706" "upper" "seq112706" "BACZP292N15" "1112786" " 98.157" "2.486622e+01" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" "Candonidae" "Candona" "Candona candida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Candona candida, 98.157, Candona candida, 97.696" " 98.157" "0" "Candona candida" "Candona candida" "seq112706"
"seq112757" "upper" "seq112757" "GBSP9994N13" "1156569" " 99.545" "1.000000e+02" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Polyarthra" "Polyarthra dolichoptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Polyarthra dolichoptera, 99.545" " 99.545" "1" "Polyarthra dolichoptera" "Polyarthra dolichoptera" "seq112757"
"seq11276" "upper" "seq11276" "AF534833" "  74727" " 95.522" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Chaetogaster" "Chaetogaster diastrophus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetogaster diastrophus, 95.522" " 95.522" "1" "Chaetogaster diastrophus" "Chaetogaster" "seq11276"
"seq11280" "upper" "seq11280" "KX292696" "1875635" " 99.078" "2.311230e-02" "100" "Metazoa" "Arthropoda" "Insecta" "Trichoptera" "Limnephilidae" "Limnephilus" "Limnephilus fuscicornis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Limnephilus fuscicornis, 100.000, Limnephilus fuscicornis,  99.078" "100.000" "0" "Limnephilus fuscicornis" "Limnephilus fuscicornis" "seq11280"
"seq112819" "upper" "seq112819" "BACZP297N15" "1112786" " 98.618" "2.486638e+01" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" "Candonidae" "Candona" "Candona candida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Candona candida, 98.618, Candona candida, 98.157" " 98.618" "0" "Candona candida" "Candona candida" "seq112819"
"seq112846" "upper" "seq112846" "ACSD228N16" "  84316" " 97.235" "3.550517e-01" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Eucyclops" "Eucyclops" " 66.90337" "100.00000" "100" "100" "100" "100" "100" "Eucyclops, 97.696, Eucyclops serrulatus, 97.696, Eucyclops, 97.235, Cyclopoida, 96.313" " 97.696" "0" "Eucyclops" "Eucyclops" "seq112846"
"seq11307" "upper" "seq11307" "CHAOF046N18" " 204564" "100.000" "7.690120e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chaoboridae" "Chaoborus" "Chaoborus flavicans" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaoborus flavicans, 100.000, Chaoborus flavicans,  99.078" "100.000" "1" "Chaoborus flavicans" "Chaoborus flavicans" "seq11307"
"seq11329" "upper" "seq11329" "GBAN2471N09" "  61662" " 98.636" "1.190859e-03" "100" "Metazoa" "Annelida" "Clitellata" "Lumbriculida" "Lumbriculidae" "Lumbriculus" "Lumbriculus variegatus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Lumbriculus variegatus, 100.000, Lumbriculus variegatus,  98.636, Lumbriculus variegatus,  98.618" "100.000" "1" "Lumbriculus variegatus" "Lumbriculus variegatus" "seq11329"
"seq11336" "upper" "seq11336" "LT903828" "  76585" " 98.347" "1.152264e-02" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Aulodrilus" "Aulodrilus pluriseta" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Aulodrilus pluriseta, 100.000, Aulodrilus pluriseta,  98.347" "100.000" "1" "Aulodrilus pluriseta" "Aulodrilus pluriseta" "seq11336"
"seq11346" "upper" "seq11346" "CHBAL150N20" "   7149" " 98.618" "3.333333e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" NA "Chironomidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chironomidae, 98.618" " 98.618" "1" "Chironomidae" "Chironomidae" "seq11346"
"seq11348" "upper" "seq11348" "GBDP0506N06" "  27468" " 99.078" "1.838173e-03" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Chironomus" "Chironomus luridus" " 56.09662" "100.00000" "100" "100" "100" "100" "100" "Chironomus, 100.000, Chironomus luridus, 100.000, Chironomus,  99.539, Chironomus luridus,  99.539, Chironomus luridus,  99.083, Chironomus luridus,  99.078, Chironomus luridus,  98.636, Chironomus luridus,  98.618" "100.000" "0" "Chironomus" "Chironomus" "seq11348"
"seq11350" "upper" "seq11350" "GBMIN1788N12" "  74730" " 99.174" "2.102130e+00" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Nais" "Nais" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Nais, 100.000, Nais,  99.174" "100.000" "1" "Nais" "Nais" "seq11350"
"seq11356" "upper" "seq11356" "GMACB1916N15" "  83137" " 91.803" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 91.803" " 91.803" "1" "Sarcoptiformes" NA "seq11356"
"seq11372" "upper" "seq11372" "GBSP10078N13" " 204738" " 97.273" "7.504332e-05" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Brachionidae" "Keratella" "Keratella cochlearis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Keratella cochlearis, 99.091, Keratella cochlearis, 98.182, Keratella cochlearis, 97.727, Keratella cochlearis, 97.273" " 99.091" "0" "Keratella cochlearis" "Keratella cochlearis" "seq11372"
"seq114" "upper" "seq114" "GMGMG1389N14" " 288845" " 98.182" "4.510039e-06" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Orthocladius" "Orthocladius" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Orthocladius, 100.000, Orthocladius,  99.539, Orthocladius,  98.636, Orthocladius,  98.618, Orthocladius,  98.182" "100.000" "1" "Orthocladius" "Orthocladius" "seq114"
"seq11408" "upper" "seq11408" "MIDGE459N07" " 302184" " 99.078" "2.072040e-03" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Cricotopus" "Cricotopus bicinctus" " 95.51849" "100.00000" "100" "100" "100" "100" "100" "Cricotopus, 100.000, Cricotopus bicinctus, 100.000, Cricotopus bicinctus,  99.539, Cricotopus bicinctus,  99.078, Cricotopus bicinctus,  98.636, Cricotopus bicinctus,  98.618, Chironomidae,  98.157, Cricotopus bicinctus,  98.157" "100.000" "1" "Cricotopus" "Cricotopus" "seq11408"
"seq11423" "upper" "seq11423" "LT904771" "  74727" " 99.078" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Chaetogaster" "Chaetogaster diastrophus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetogaster diastrophus, 99.078" " 99.078" "1" "Chaetogaster diastrophus" "Chaetogaster diastrophus" "seq11423"
"seq11429" "upper" "seq11429" "EU499780" " 204736" " 99.545" "2.500000e+01" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Brachionidae" "Brachionus" "Brachionus urceolaris" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Brachionus urceolaris, 99.545" " 99.545" "0" "Brachionus urceolaris" "Brachionus urceolaris" "seq11429"
"seq114426" "upper" "seq114426" "GBSP8987N13" " 231624" " 90.909" "5.168148e-03" "100" "Metazoa" "Rotifera" "Eurotatoria" NA NA "Rotaria" "Rotaria rotatoria" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rotaria rotatoria, 91.818, Rotaria rotatoria, 91.364, Rotaria rotatoria, 90.909, Rotaria rotatoria, 90.455, Rotaria rotatoria, 90.000" " 91.818" "0" "Rotaria rotatoria" "Rotaria" "seq114426"
"seq11475" "upper" "seq11475" "MIDGE100N06" " 315524" " 99.078" "2.409381e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Micropsectra" "Micropsectra atrofasciata" " 75.90619" " 75.90619" "100" "100" "100" "100" "100" "Chironomidae, 99.078, Micropsectra atrofasciata, 99.078, Micropsectra atrofasciata, 98.618, Micropsectra atrofasciata, 97.273" " 99.078" "1" "Chironomidae" "Chironomidae" "seq11475"
"seq11492" "upper" "seq11492" "KHMS011N14" "   6083" " 99.539" "8.869207e+00" "100" "Metazoa" "Cnidaria" "Hydrozoa" "Anthoathecata" "Hydridae" "Hydra" "Hydra" " 53.90153" "100.00000" "100" "100" "100" "100" "100" "Hydra, 99.539, Hydra oligactis, 99.539, Hydra, 99.078, Hydra oligactis, 99.078, Hydra oligactis, 98.618, Hydra robusta, 98.618, Hydra oligactis, 98.157, Hydra, 97.696, Hydra oligactis, 97.696" " 99.539" "0" "Hydra" "Hydra" "seq11492"
"seq115" "upper" "seq115" "GBCM18587N19" "1314695" " 99.078" "1.540939e-02" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Cyclops" "Cyclops vicinus" " 33.34362" "100.00000" "100" "100" "100" "100" "100" "Cyclops abyssorum, 100.000, Cyclops strenuus, 100.000, Cyclops vicinus, 100.000, Cyclops vicinus,  99.078, Cyclops vicinus,  98.157" "100.000" "1" "Cyclops abyssorum" "Cyclops" "seq115"
"seq11545" "upper" "seq11545" "GBAN15170N19" "  76585" " 98.347" "1.152264e-02" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Aulodrilus" "Aulodrilus pluriseta" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Aulodrilus pluriseta, 100.000, Aulodrilus pluriseta,  98.347" "100.000" "1" "Aulodrilus pluriseta" "Aulodrilus pluriseta" "seq11545"
"seq11578" "upper" "seq11578" "EU499785" " 204736" " 99.545" "2.500000e+01" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Brachionidae" "Brachionus" "Brachionus urceolaris" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Brachionus urceolaris, 99.545" " 99.545" "0" "Brachionus urceolaris" "Brachionus urceolaris" "seq11578"
"seq11581" "upper" "seq11581" "MPGA3451N19" "  79705" " 99.078" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Collembola" "Symphypleona" NA NA "Symphypleona" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Symphypleona, 99.078" " 99.078" "1" "Symphypleona" "Symphypleona" "seq11581"
"seq11583" "upper" "seq11583" "ODTRI051N14" " 292572" " 99.539" "1.751992e-01" "100" "Metazoa" "Arthropoda" "Insecta" "Trichoptera" "Limnephilidae" "Limnephilus" "Limnephilus flavicornis" " 91.84185" "100.00000" "100" "100" "100" "100" "100" "Limnephilus flavicornis, 100.000, Limnephilus marmoratus, 100.000, Limnephilus flavicornis,  99.539, Limnephilus,  98.157, Limnephilus marmoratus,  98.157" "100.000" "1" "Limnephilus flavicornis" "Limnephilus" "seq11583"
"seq11615" "upper" "seq11615" "GMGMG1102N14" " 288845" "100.000" "4.527762e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Orthocladius" "Orthocladius" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Orthocladius, 100.000, Orthocladius,  99.537, Orthocladius,  98.630, Orthocladius,  98.611, Orthocladius,  98.174" "100.000" "1" "Orthocladius" "Orthocladius" "seq11615"
"seq11649" "upper" "seq11649" "OZFWC201N11" "1112786" " 98.618" "9.931089e-04" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" "Candonidae" "Candona" "Candona candida" " 99.99899" " 99.99899" "100" "100" "100" "100" "100" "Candona candida, 100.000, Candona candida,  99.078, Candonidae,  98.618, Candona candida,  98.618, Candonidae,  98.157, Candona candida,  98.157" "100.000" "0" "Candona candida" "Candonidae" "seq11649"
"seq11669" "upper" "seq11669" "MCHAE1413N19" "   7150" " 98.157" "9.931542e-04" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Chironomus" "Chironomus" " 99.85912" " 99.95181" "100" "100" "100" "100" "100" "Chironomus, 99.539, Chironomus anthracinus, 98.618, Psectrocladius oxyura, 98.618, Chironomidae, 98.157, Chironomus, 98.157, Chironomus anthracinus, 97.696" " 99.539" "1" "Chironomus" "Chironomidae" "seq11669"
